geneName,protein.coding,abundant
SYT15,Y,Y
SYT16,Y,N
SYT17,Y,Y
SYT2,Y,Y
SYT3,Y,N
SYT4,Y,N
SYT5,Y,N
SYT6,Y,Y
SYT7,Y,N
SYT8,Y,Y
SYT9,Y,Y
SYTL1,Y,Y
SYTL2,Y,Y
SYTL3,Y,Y
SYTL4,Y,Y
SYTL5,Y,N
SYVN1,Y,Y
SZRD1,Y,Y
SZT2,Y,Y
SZT2-AS1,N,N
T,Y,N
TAAR1,Y,N
TAAR2,Y,N
TAAR5,Y,N
TAAR6,Y,N
TAAR8,Y,N
TAAR9,Y,N
TAB1,Y,Y
TAB2,Y,Y
TAB3,Y,Y
TAB3-AS1,N,N
TAB3-AS2,N,N
TAC1,Y,N
TAC3,Y,N
TAC4,Y,Y
TACC1,Y,Y
TACC2,Y,N
TACC3,Y,Y
TACO1,Y,Y
TACR1,Y,Y
TACR2,Y,Y
TACR3,Y,N
TACSTD2,Y,Y
TADA1,Y,Y
TADA2A,Y,Y
TADA2B,Y,Y
TADA3,Y,Y
TAF1,Y,Y
TAF10,Y,Y
TAF11,Y,Y
TAF12,Y,Y
TAF13,Y,Y
TAF15,Y,Y
TAF1A,Y,Y
TAF1A-AS1,N,N
TAF1B,Y,Y
TAF1C,Y,Y
TAF1D,Y,Y
TAF1L,Y,Y
TAF2,Y,Y
TAF3,Y,Y
TAF4,Y,Y
TAF4B,Y,Y
TAF5,Y,Y
TAF5L,Y,Y
TAF6,Y,Y
TAF6L,Y,Y
TAF7,Y,Y
TAF7L,Y,N
TAF8,Y,Y
TAF9,Y,Y
TAF9B,Y,Y
TAGAP,Y,Y
TAGLN,Y,Y
TAGLN2,Y,Y
TAGLN3,Y,N
TAL1,Y,Y
TAL2,Y,N
TALDO1,Y,Y
TAMM41,Y,Y
TANC1,Y,Y
TANC2,Y,Y
TANGO2,Y,Y
TANGO6,Y,Y
TANK,Y,Y
TAOK1,Y,Y
TAOK2,Y,Y
TAOK3,Y,Y
TAP1,Y,Y
TAP2,Y,Y
TAPBP,Y,Y
TAPBPL,Y,Y
TAPT1,Y,Y
TAPT1-AS1,N,N
TARBP1,Y,Y
TARBP2,Y,Y
TARDBP,Y,Y
TARID,N,N
TARM1,Y,N
TARS,Y,Y
TARS2,Y,Y
TARSL2,Y,Y
TAS1R1,Y,N
TAS1R2,Y,N
TAS1R3,Y,Y
TAS2R1,Y,N
TAS2R10,Y,N
TAS2R13,Y,Y
TAS2R14,Y,Y
TAS2R16,Y,N
TAS2R19,Y,Y
TAS2R20,Y,Y
TAS2R3,Y,Y
TAS2R30,Y,Y
TAS2R31,Y,Y
TAS2R38,Y,Y
TAS2R39,Y,Y
TAS2R4,Y,Y
TAS2R40,Y,N
TAS2R41,Y,N
TAS2R42,Y,Y
TAS2R43,Y,Y
TAS2R46,Y,Y
TAS2R5,Y,Y
TAS2R50,Y,Y
TAS2R60,Y,N
TAS2R7,Y,N
TAS2R8,Y,N
TAS2R9,Y,N
TASP1,Y,Y
TAT,Y,N
TAT-AS1,N,N
TATDN1,Y,Y
TATDN2,Y,Y
TATDN3,Y,Y
TAX1BP1,Y,Y
TAX1BP3,Y,Y
TAZ,Y,Y
TBATA,Y,N
TBC1D1,Y,Y
TBC1D10A,Y,Y
TBC1D10B,Y,Y
TBC1D10C,Y,Y
TBC1D12,Y,Y
TBC1D13,Y,Y
TBC1D14,Y,Y
TBC1D15,Y,Y
TBC1D16,Y,Y
TBC1D17,Y,Y
TBC1D19,Y,Y
TBC1D2,Y,Y
TBC1D20,Y,Y
TBC1D21,Y,N
TBC1D22A,Y,Y
TBC1D22B,Y,Y
TBC1D23,Y,Y
TBC1D24,Y,Y
TBC1D25,Y,Y
TBC1D26,Y,Y
TBC1D28,Y,N
TBC1D29,N,N
TBC1D2B,Y,Y
TBC1D3,Y,N
TBC1D30,Y,Y
TBC1D31,Y,Y
TBC1D32,Y,Y
TBC1D3B,Y,N
TBC1D3C,Y,N
TBC1D3D,Y,Y
TBC1D3E,Y,Y
TBC1D3F,Y,N
TBC1D3G,Y,N
TBC1D3H,Y,N
TBC1D3I,Y,N
TBC1D3K,Y,N
TBC1D3L,Y,Y
TBC1D3P1-DHX40P1,N,N
TBC1D4,Y,Y
TBC1D5,Y,Y
TBC1D7,Y,Y
TBC1D8,Y,Y
TBC1D8B,Y,Y
TBC1D9,Y,Y
TBC1D9B,Y,Y
TBCA,Y,Y
TBCB,Y,Y
TBCC,Y,Y
TBCCD1,Y,Y
TBCD,Y,Y
TBCE,Y,Y
TBCEL,Y,Y
TBCK,Y,Y
TBK1,Y,Y
TBKBP1,Y,Y
TBL1X,Y,Y
TBL1XR1,Y,Y
TBL1XR1-AS1,N,N
TBL1Y,Y,N
TBL2,Y,Y
TBL3,Y,Y
TBP,Y,Y
TBPL1,Y,Y
TBPL2,Y,N
TBR1,Y,N
TBRG1,Y,Y
TBRG4,Y,Y
TBX1,Y,N
TBX10,Y,N
TBX15,Y,N
TBX18,Y,N
TBX19,Y,Y
TBX2,Y,N
TBX2-AS1,N,N
TBX20,Y,N
TBX21,Y,Y
TBX22,Y,N
TBX3,Y,Y
TBX4,Y,N
TBX5,Y,N
TBX5-AS1,N,N
TBX6,Y,Y
TBXA2R,Y,Y
TBXAS1,Y,Y
TC2N,Y,Y
TCAF1,Y,Y
TCAF2,Y,Y
TCAIM,Y,Y
TCAP,Y,Y
TCEA1,Y,Y
TCEA2,Y,Y
TCEA3,Y,Y
TCEAL1,Y,Y
TCEAL2,Y,N
TCEAL3,Y,Y
TCEAL3-AS1,N,N
TCEAL4,Y,Y
TCEAL5,Y,N
TCEAL6,Y,N
TCEAL7,Y,N
TCEAL8,Y,Y
TCEANC,Y,Y
TCEANC2,Y,Y
TCEB1,Y,Y
TCEB2,Y,Y
TCEB3,Y,Y
TCEB3-AS1,N,N
TCEB3B,Y,N
TCEB3C,Y,N
TCEB3CL,Y,Y
TCEB3CL2,Y,N
TCERG1,Y,Y
TCERG1L,Y,N
TCERG1L-AS1,N,N
TCF12,Y,Y
TCF15,Y,N
TCF19,Y,Y
TCF20,Y,Y
TCF21,Y,N
TCF23,Y,N
TCF24,Y,N
TCF25,Y,Y
TCF3,Y,Y
TCF4,Y,Y
TCF4-AS1,N,N
TCF4-AS2,N,N
TCF7,Y,Y
TCF7L1,Y,Y
TCF7L1-IT1,N,N
TCF7L2,Y,Y
TCFL5,Y,Y
TCHH,Y,Y
TCHHL1,Y,N
TCHP,Y,Y
TCIRG1,Y,Y
TCL1A,Y,Y
TCL1B,Y,N
TCL6,N,N
TCL6_2,N,N
TCL6_3,N,N
TCN1,Y,N
TCN2,Y,Y
TCOF1,Y,Y
TCP1,Y,Y
TCP10,N,N
TCP10L,Y,Y
TCP10L2,N,N
TCP11,Y,N
TCP11L1,Y,Y
TCP11L2,Y,Y
TCP11X2,Y,N
TCTA,Y,Y
TCTE1,Y,N
TCTE3,Y,Y
TCTEX1D1,Y,Y
TCTEX1D2,Y,Y
TCTEX1D4,Y,Y
TCTN1,Y,Y
TCTN2,Y,Y
TCTN3,Y,Y
TDG,Y,Y
TDGF1,Y,N
TDO2,Y,Y
TDP1,Y,Y
TDP2,Y,Y
TDRD1,Y,N
TDRD10,Y,N
TDRD12,Y,Y
TDRD15,Y,N
TDRD3,Y,Y
TDRD5,Y,N
TDRD6,Y,Y
TDRD7,Y,Y
TDRD9,Y,Y
TDRG1,N,N
TDRKH,Y,Y
TDRP,Y,N
TEAD1,Y,N
TEAD2,Y,Y
TEAD3,Y,Y
TEAD4,Y,N
TEC,Y,Y
TECPR1,Y,Y
TECPR2,Y,Y
TECR,Y,Y
TECRL,Y,N
TECTA,Y,Y
TECTB,Y,N
TEDDM1,Y,Y
TEF,Y,Y
TEFM,Y,Y
TEK,Y,N
TEKT1,Y,N
TEKT2,Y,N
TEKT3,Y,N
TEKT4,Y,N
TEKT5,Y,N
TELO2,Y,Y
Telomerase-vert,N,N
TEN1,Y,Y
TEN1-CDK3,N,N
TENM1,Y,Y
TENM2,Y,N
TENM3,Y,N
TENM4,Y,Y
TEP1,Y,Y
TEPP,Y,Y
TERC,N,N
TERF1,Y,Y
TERF2,Y,Y
TERF2IP,Y,Y
TERT,Y,N
TES,Y,Y
TESC,Y,Y
TESC-AS1,N,N
TESK1,Y,Y
TESK2,Y,Y
TESPA1,Y,Y
TET1,Y,Y
TET2,Y,Y
TET2-AS1,N,N
TET3,Y,Y
TEX10,Y,Y
TEX101,Y,N
TEX11,Y,N
TEX12,Y,N
TEX13A,Y,N
TEX13B,Y,N
TEX14,Y,Y
TEX15,Y,N
TEX19,Y,N
TEX2,Y,Y
TEX22,Y,Y
TEX26,Y,N
TEX26-AS1,N,N
TEX261,Y,Y
TEX264,Y,Y
TEX28,Y,N
TEX29,Y,N
TEX30,Y,Y
TEX33,Y,N
TEX35,Y,N
TEX36,Y,N
TEX36-AS1,N,N
TEX37,Y,N
TEX38,Y,Y
TEX40,Y,N
TEX41,N,N
TEX43,Y,N
TEX9,Y,Y
TF,Y,N
TFAM,Y,Y
TFAP2A,Y,N
TFAP2A-AS1,N,N
TFAP2B,Y,N
TFAP2C,Y,Y
TFAP2D,Y,N
TFAP2E,Y,Y
TFAP4,Y,Y
TFB1M,Y,Y
TFB2M,Y,Y
TFCP2,Y,Y
TFCP2L1,Y,Y
TFDP1,Y,Y
TFDP2,Y,Y
TFDP3,Y,N
TFE3,Y,Y
TFEB,Y,Y
TFEC,Y,Y
TFF1,Y,N
TFF2,Y,N
TFF3,Y,N
TFG,Y,Y
TFIP11,Y,Y
TFPI,Y,Y
TFPI2,Y,Y
TFPT,Y,Y
TFR2,Y,Y
TFRC,Y,Y
TG,Y,Y
TGDS,Y,Y
TGFA,Y,Y
TGFA-IT1,N,N
TGFB1,Y,Y
TGFB1I1,Y,Y
TGFB2,Y,Y
TGFB2-AS1,N,N
TGFB2-OT1,N,N
TGFB3,Y,Y
TGFBI,Y,Y
TGFBR1,Y,Y
TGFBR2,Y,Y
TGFBR3,Y,Y
TGFBR3L,Y,N
TGFBRAP1,Y,Y
TGIF1,Y,Y
TGIF2,Y,Y
TGIF2-C20orf24,N,N
TGIF2LX,Y,N
TGIF2LY,Y,N
TGM1,Y,Y
TGM2,Y,Y
TGM3,Y,N
TGM4,Y,Y
TGM5,Y,N
TGM6,Y,N
TGM7,Y,N
TGOLN2,Y,Y
TGS1,Y,Y
TH,Y,N
TH2LCRR,N,N
THADA,Y,Y
THAP1,Y,Y
THAP10,Y,Y
THAP11,Y,Y
THAP2,Y,Y
THAP3,Y,Y
THAP4,Y,Y
THAP5,Y,Y
THAP6,Y,Y
THAP7,Y,Y
THAP7-AS1,N,N
THAP8,Y,Y
THAP9,Y,Y
THAP9-AS1,N,N
THBD,Y,Y
THBS1,Y,Y
THBS2,Y,Y
THBS3,Y,Y
THBS4,Y,N
THCAT158,N,N
THEG,Y,N
THEGL,Y,N
THEM4,Y,Y
THEM5,Y,N
THEM6,Y,Y
THEMIS,Y,Y
THEMIS2,Y,Y
THG1L,Y,Y
THNSL1,Y,Y
THNSL2,Y,Y
THOC1,Y,Y
THOC2,Y,Y
THOC3,Y,Y
THOC5,Y,Y
THOC6,Y,Y
THOC7,Y,Y
THOC7-AS1,N,N
THOP1,Y,Y
THPO,Y,N
THRA,Y,Y
THRA1/BTR,N,N
THRAP3,Y,Y
THRB,Y,Y
THRB-AS1,N,N
THRB-IT1,N,N
THRIL,N,N
THRSP,Y,N
THSD1,Y,Y
THSD4,Y,N
THSD4-AS1,N,N
THSD7A,Y,N
THSD7B,Y,N
THTPA,Y,Y
THUMPD1,Y,Y
THUMPD2,Y,Y
THUMPD3,Y,Y
THUMPD3-AS1,N,N
THY1,Y,N
THYN1,Y,Y
TIA1,Y,Y
TIAF1,Y,Y
TIAL1,Y,Y
TIAM1,Y,Y
TIAM2,Y,Y
TICAM1,Y,Y
TICAM2,Y,Y
TICRR,Y,Y
TIE1,Y,Y
TIFA,Y,Y
TIFAB,Y,Y
TIGAR,Y,Y
TIGD1,Y,Y
TIGD2,Y,Y
TIGD3,Y,Y
TIGD4,Y,N
TIGD5,Y,Y
TIGD6,Y,Y
TIGD7,Y,Y
TIGIT,Y,Y
TIMD4,Y,Y
TIMELESS,Y,Y
TIMM10,Y,Y
TIMM10B,Y,Y
TIMM13,Y,Y
TIMM17A,Y,Y
TIMM17B,Y,Y
TIMM21,Y,Y
TIMM22,Y,Y
TIMM23,Y,Y
TIMM23B,Y,Y
TIMM44,Y,Y
TIMM50,Y,Y
TIMM8A,Y,Y
TIMM8B,Y,Y
TIMM9,Y,Y
TIMMDC1,Y,Y
TIMP1,Y,Y
TIMP2,Y,Y
TIMP3,Y,Y
TIMP4,Y,N
TINAG,Y,N
TINAGL1,Y,N
TINCR,Y,N
TINF2,Y,Y
TIPARP,Y,Y
TIPARP-AS1,N,N
TIPIN,Y,Y
TIPRL,Y,Y
TIRAP,Y,Y
TISP43,N,N
TJAP1,Y,Y
TJP1,Y,Y
TJP2,Y,Y
TJP3,Y,Y
TK1,Y,Y
TK2,Y,Y
TKFC,Y,Y
TKT,Y,Y
TKTL1,Y,Y
TKTL2,Y,N
TLCD1,Y,Y
TLCD2,Y,Y
TLDC1,Y,Y
TLDC2,Y,Y
TLE1,Y,Y
TLE2,Y,Y
TLE3,Y,Y
TLE4,Y,Y
TLE6,Y,N
TLK1,Y,Y
TLK2,Y,Y
TLL1,Y,N
TLL2,Y,N
TLN1,Y,Y
TLN2,Y,Y
TLR1,Y,Y
TLR10,Y,Y
TLR2,Y,Y
TLR3,Y,Y
TLR4,Y,Y
TLR5,Y,Y
TLR6,Y,Y
TLR7,Y,Y
TLR8,Y,Y
TLR8-AS1,N,N
TLR9,Y,Y
TLX1,Y,N
TLX1NB,N,N
TLX2,Y,N
TLX3,Y,N
TM2D1,Y,Y
TM2D2,Y,Y
TM2D3,Y,Y
TM4SF1,Y,Y
TM4SF1-AS1,N,N
TM4SF18,Y,N
TM4SF19,Y,Y
TM4SF19-AS1,N,N
TM4SF19-TCTEX1D2,N,N
TM4SF20,Y,Y
TM4SF4,Y,N
TM4SF5,Y,N
TM6SF1,Y,Y
TM6SF2,Y,N
TM7SF2,Y,Y
TM7SF3,Y,Y
TM9SF1,Y,Y
TM9SF2,Y,Y
TM9SF3,Y,Y
TM9SF4,Y,Y
TMA16,Y,Y
TMA7,Y,Y
TMBIM1,Y,Y
TMBIM4,Y,Y
TMBIM6,Y,Y
TMC1,Y,N
TMC2,Y,N
TMC3,Y,N
TMC3-AS1,N,N
TMC4,Y,Y
TMC5,Y,Y
TMC6,Y,Y
TMC7,Y,N
TMC8,Y,Y
TMCC1,Y,Y
TMCC1-AS1,N,N
TMCC2,Y,Y
TMCC3,Y,Y
TMCO1,Y,Y
TMCO2,Y,N
TMCO3,Y,Y
TMCO4,Y,Y
TMCO5A,Y,N
TMCO6,Y,Y
TMED1,Y,Y
TMED10,Y,Y
TMED2,Y,Y
TMED3,Y,Y
TMED4,Y,Y
TMED5,Y,Y
TMED6,Y,Y
TMED7,Y,Y
TMED7-TICAM2,N,N
TMED8,Y,Y
TMED9,Y,Y
TMEFF1,Y,Y
TMEFF2,Y,N
TMEM100,Y,N
TMEM101,Y,Y
TMEM102,Y,Y
TMEM104,Y,Y
TMEM105,N,N
TMEM106A,Y,Y
TMEM106B,Y,Y
TMEM106C,Y,Y
TMEM107,Y,Y
TMEM108,Y,N
TMEM108-AS1,N,N
TMEM109,Y,Y
TMEM11,Y,Y
TMEM110,Y,Y
TMEM110-MUSTN1,N,N
TMEM114,Y,N
TMEM115,Y,Y
TMEM116,Y,Y
TMEM117,Y,Y
TMEM119,Y,Y
TMEM120A,Y,Y
TMEM120B,Y,Y
TMEM121,Y,Y
TMEM123,Y,Y
TMEM125,Y,N
TMEM126A,Y,Y
TMEM126B,Y,Y
TMEM127,Y,Y
TMEM128,Y,Y
TMEM129,Y,Y
TMEM130,Y,N
TMEM131,Y,Y
TMEM132A,Y,Y
TMEM132B,Y,N
TMEM132C,Y,N
TMEM132D,Y,N
TMEM132E,Y,N
TMEM133,Y,N
TMEM134,Y,Y
TMEM135,Y,Y
TMEM136,Y,Y
TMEM138,Y,Y
TMEM139,Y,Y
TMEM140,Y,Y
TMEM141,Y,Y
TMEM143,Y,Y
TMEM144,Y,Y
TMEM145,Y,N
TMEM147,Y,Y
TMEM147-AS1,N,N
TMEM14A,Y,Y
TMEM14B,Y,Y
TMEM14C,Y,Y
TMEM14EP,N,N
TMEM150A,Y,Y
TMEM150B,Y,Y
TMEM150C,Y,Y
TMEM151A,Y,N
TMEM151B,Y,Y
TMEM154,Y,Y
TMEM155,Y,N
TMEM156,Y,Y
TMEM158,Y,Y
TMEM159,Y,Y
TMEM160,Y,Y
TMEM161A,Y,Y
TMEM161B,Y,Y
TMEM161B-AS1,N,N
TMEM163,Y,Y
TMEM164,Y,Y
TMEM165,Y,Y
TMEM167A,Y,Y
TMEM167B,Y,Y
TMEM168,Y,Y
TMEM169,Y,Y
TMEM17,Y,N
TMEM170A,Y,Y
TMEM170B,Y,Y
TMEM171,Y,N
TMEM173,Y,Y
TMEM174,Y,N
TMEM175,Y,Y
TMEM176A,Y,Y
TMEM176B,Y,Y
TMEM177,Y,Y
TMEM178A,Y,N
TMEM178B,Y,Y
TMEM179,Y,N
TMEM179B,Y,Y
TMEM18,Y,Y
TMEM180,Y,Y
TMEM181,Y,Y
TMEM182,Y,Y
TMEM183A,Y,Y
TMEM184A,Y,Y
TMEM184B,Y,Y
TMEM184C,Y,Y
TMEM185A,Y,Y
TMEM185B,Y,Y
TMEM186,Y,Y
TMEM187,Y,Y
TMEM189,Y,Y
TMEM189-UBE2V1,N,N
TMEM19,Y,Y
TMEM190,Y,N
TMEM191A,N,N
TMEM191B,Y,Y
TMEM191C,Y,Y
TMEM192,Y,Y
TMEM196,Y,N
TMEM198,Y,Y
TMEM199,Y,Y
TMEM2,Y,Y
TMEM200A,Y,Y
TMEM200B,Y,Y
TMEM200C,Y,N
TMEM201,Y,Y
TMEM202,Y,N
TMEM203,Y,Y
TMEM204,Y,Y
TMEM205,Y,Y
TMEM206,Y,Y
TMEM207,Y,N
TMEM208,Y,Y
TMEM209,Y,Y
TMEM210,Y,N
TMEM211,Y,N
TMEM212,Y,N
TMEM212-AS1,N,N
TMEM212-IT1,N,N
TMEM213,Y,N
TMEM214,Y,Y
TMEM215,Y,N
TMEM216,Y,Y
TMEM217,Y,Y
TMEM218,Y,Y
TMEM219,Y,Y
TMEM220,Y,Y
TMEM220-AS1,N,N
TMEM221,Y,N
TMEM222,Y,Y
TMEM223,Y,Y
TMEM225,Y,N
TMEM229A,Y,N
TMEM229B,Y,Y
TMEM230,Y,Y
TMEM231,Y,Y
TMEM232,Y,Y
TMEM233,Y,N
TMEM234,Y,Y
TMEM235,Y,N
TMEM236,Y,Y
TMEM237,Y,Y
TMEM238,Y,Y
TMEM239,Y,N
TMEM240,Y,N
TMEM241,Y,Y
TMEM242,Y,Y
TMEM243,Y,Y
TMEM244,Y,N
TMEM245,Y,Y
TMEM246,Y,Y
TMEM246-AS1,N,N
TMEM247,Y,N
TMEM248,Y,Y
TMEM249,Y,N
TMEM25,Y,Y
TMEM251,Y,Y
TMEM252,Y,N
TMEM253,Y,Y
TMEM254,Y,Y
TMEM254-AS1,N,N
TMEM255A,Y,Y
TMEM255B,Y,Y
TMEM256,Y,Y
TMEM256-PLSCR3,N,N
TMEM257,Y,N
TMEM258,Y,Y
TMEM259,Y,Y
TMEM26,Y,Y
TMEM26-AS1,N,N
TMEM260,Y,Y
TMEM261,Y,Y
TMEM262,Y,Y
TMEM263,Y,Y
TMEM265,Y,Y
TMEM266,Y,Y
TMEM27,Y,N
TMEM30A,Y,Y
TMEM30B,Y,Y
TMEM30C,N,N
TMEM31,Y,N
TMEM33,Y,Y
TMEM35,Y,N
TMEM37,Y,Y
TMEM38A,Y,Y
TMEM38B,Y,Y
TMEM39A,Y,Y
TMEM39B,Y,Y
TMEM40,Y,Y
TMEM41A,Y,Y
TMEM41B,Y,Y
TMEM42,Y,Y
TMEM43,Y,Y
TMEM44,Y,Y
TMEM44-AS1,N,N
TMEM45A,Y,Y
TMEM45B,Y,Y
TMEM47,Y,N
TMEM5,Y,Y
TMEM5-AS1,N,N
TMEM50A,Y,Y
TMEM50B,Y,Y
TMEM51,Y,Y
TMEM51-AS1,N,N
TMEM52,Y,N
TMEM52B,Y,Y
TMEM53,Y,Y
TMEM54,Y,N
TMEM55A,Y,Y
TMEM55B,Y,Y
TMEM56,Y,N
TMEM56-RWDD3,N,N
TMEM57,Y,Y
TMEM59,Y,Y
TMEM59L,Y,N
TMEM60,Y,Y
TMEM61,Y,N
TMEM62,Y,Y
TMEM63A,Y,Y
TMEM63B,Y,Y
TMEM63C,Y,Y
TMEM64,Y,Y
TMEM65,Y,Y
TMEM67,Y,Y
TMEM68,Y,Y
TMEM69,Y,Y
TMEM70,Y,Y
TMEM71,Y,Y
TMEM72,Y,N
TMEM72-AS1,N,N
TMEM74,Y,N
TMEM74B,Y,Y
TMEM75,N,N
TMEM78,Y,N
TMEM79,Y,Y
TMEM80,Y,Y
TMEM81,Y,Y
TMEM82,Y,N
TMEM86A,Y,Y
TMEM86B,Y,Y
TMEM87A,Y,Y
TMEM87B,Y,Y
TMEM88,Y,Y
TMEM88B,Y,N
TMEM89,Y,N
TMEM8A,Y,Y
TMEM8B,Y,Y
TMEM8C,Y,N
TMEM9,Y,Y
TMEM91,Y,Y
TMEM92,Y,Y
TMEM92-AS1,N,N
TMEM94,Y,Y
TMEM95,Y,N
TMEM97,Y,Y
TMEM98,Y,N
TMEM99,N,N
TMEM9B,Y,Y
TMEM9B-AS1,N,N
TMF1,Y,Y
TMIE,Y,N
TMIGD1,Y,N
TMIGD2,Y,Y
TMIGD3,Y,Y
TMLHE,Y,Y
TMLHE-AS1,N,N
TMOD1,Y,Y
TMOD2,Y,Y
TMOD3,Y,Y
TMOD4,Y,N
TMPO,Y,Y
TMPO-AS1,N,N
TMPPE,Y,Y
TMPRSS11A,Y,N
TMPRSS11B,Y,N
TMPRSS11D,Y,N
TMPRSS11E,Y,N
TMPRSS11F,Y,N
TMPRSS12,Y,N
TMPRSS13,Y,Y
TMPRSS15,Y,N
TMPRSS2,Y,N
TMPRSS3,Y,Y
TMPRSS4,Y,N
TMPRSS4-AS1,Y,N
TMPRSS5,Y,N
TMPRSS6,Y,Y
TMPRSS7,Y,N
TMPRSS9,Y,Y
TMSB10,Y,Y
TMSB15A,Y,N
TMSB15B,Y,Y
TMSB4X,Y,Y
TMSB4Y,Y,Y
TMTC1,Y,Y
TMTC2,Y,Y
TMTC3,Y,Y
TMTC4,Y,Y
TMUB1,Y,Y
TMUB2,Y,Y
TMX1,Y,Y
TMX2,Y,Y
TMX2-CTNND1,N,N
TMX3,Y,Y
TMX4,Y,Y
TNC,Y,Y
TNF,Y,Y
TNFAIP1,Y,Y
TNFAIP2,Y,Y
TNFAIP3,Y,Y
TNFAIP6,Y,Y
TNFAIP8,Y,Y
TNFAIP8L1,Y,Y
TNFAIP8L2,Y,Y
TNFAIP8L3,Y,Y
TNFRSF10A,Y,Y
TNFRSF10B,Y,Y
TNFRSF10C,Y,Y
TNFRSF10D,Y,Y
TNFRSF11A,Y,Y
TNFRSF11B,Y,N
TNFRSF12A,Y,Y
TNFRSF13B,Y,Y
TNFRSF13C,Y,Y
TNFRSF14,Y,Y
TNFRSF17,Y,Y
TNFRSF18,Y,Y
TNFRSF19,Y,N
TNFRSF1A,Y,Y
TNFRSF1B,Y,Y
TNFRSF21,Y,Y
TNFRSF25,Y,Y
TNFRSF4,Y,Y
TNFRSF6B,Y,Y
TNFRSF8,Y,Y
TNFRSF9,Y,Y
TNFSF10,Y,Y
TNFSF11,Y,N
TNFSF12,Y,Y
TNFSF12-TNFSF13,N,N
TNFSF13,Y,Y
TNFSF13B,Y,Y
TNFSF14,Y,Y
TNFSF15,Y,Y
TNFSF18,Y,Y
TNFSF4,Y,Y
TNFSF8,Y,Y
TNFSF9,Y,Y
TNIK,Y,Y
TNIP1,Y,Y
TNIP2,Y,Y
TNIP3,Y,Y
TNK1,Y,Y
TNK2,Y,Y
TNK2-AS1,N,N
TNKS,Y,Y
TNKS1BP1,Y,Y
TNKS2,Y,Y
TNKS2-AS1,N,N
TNMD,Y,N
TNN,Y,N
TNNC1,Y,N
TNNC2,Y,N
TNNI1,Y,N
TNNI2,Y,Y
TNNI3,Y,N
TNNI3K,Y,N
TNNT1,Y,Y
TNNT2,Y,Y
TNNT3,Y,Y
TNP1,Y,N
TNP2,Y,N
TNPO1,Y,Y
TNPO2,Y,Y
TNPO3,Y,Y
TNR,Y,Y
TNR-IT1,N,N
TNRC18,Y,Y
TNRC6A,Y,Y
TNRC6B,Y,Y
TNRC6C,Y,Y
TNRC6C-AS1,Y,Y
TNS1,Y,Y
TNS2,Y,Y
TNS3,Y,Y
TNS4,Y,N
TNXB,Y,Y
TOB1,Y,Y
TOB1-AS1,N,N
TOB2,Y,Y
TOE1,Y,Y
TOLLIP,Y,Y
TOLLIP-AS1,N,N
TOM1,Y,Y
TOM1L1,Y,Y
TOM1L2,Y,Y
TOMM20,Y,Y
TOMM20L,Y,N
TOMM22,Y,Y
TOMM34,Y,Y
TOMM40,Y,Y
TOMM40L,Y,Y
TOMM5,Y,Y
TOMM6,Y,Y
TOMM7,Y,Y
TOMM70A,Y,Y
TONSL,Y,Y
TONSL-AS1,N,N
TOP1,Y,Y
TOP1MT,Y,Y
TOP2A,Y,Y
TOP2B,Y,Y
TOP3A,Y,Y
TOP3B,Y,Y
TOPAZ1,Y,N
TOPBP1,Y,Y
TOPORS,Y,Y
TOPORS-AS1,Y,Y
TOR1A,Y,Y
TOR1AIP1,Y,Y
TOR1AIP2,Y,Y
TOR1B,Y,Y
TOR2A,Y,Y
TOR3A,Y,Y
TOR4A,Y,Y
TOX,Y,Y
TOX2,Y,Y
TOX3,Y,N
TOX4,Y,Y
TP53,Y,Y
TP53AIP1,Y,N
TP53BP1,Y,Y
TP53BP2,Y,Y
TP53I11,Y,Y
TP53I13,Y,Y
TP53I3,Y,Y
TP53INP1,Y,Y
TP53INP2,Y,Y
TP53RK,Y,Y
TP53TG1,N,N
TP53TG1_1,N,N
TP53TG1_2,N,N
TP53TG3,Y,N
TP53TG3B,Y,N
TP53TG3C,Y,N
TP53TG3D,Y,N
TP53TG3E,Y,N
TP53TG3F,Y,N
TP53TG5,Y,Y
TP63,Y,Y
TP73,Y,Y
TP73-AS1,N,N
TPBG,Y,Y
TPBGL,Y,Y
TPCN1,Y,Y
TPCN2,Y,Y
TPD52,Y,Y
TPD52L1,Y,Y
TPD52L2,Y,Y
TPD52L3,Y,N
TPGS1,Y,Y
TPGS2,Y,Y
TPH1,Y,Y
TPH2,Y,N
TPI1,Y,Y
TPK1,Y,Y
TPM1,Y,Y
TPM2,Y,Y
TPM3,Y,Y
TPM4,Y,Y
TPMT,Y,Y
TPO,Y,N
TPP1,Y,Y
TPP2,Y,Y
TPPP,Y,Y
TPPP2,Y,N
TPPP3,Y,N
TPR,Y,Y
TPRA1,Y,Y
TPRG1,Y,Y
TPRG1-AS1,N,N
TPRG1-AS2,N,N
TPRG1L,Y,Y
TPRKB,Y,Y
TPRN,Y,Y
TPRX1,Y,N
TPRXL,N,N
TPSAB1,Y,Y
TPSB2,Y,Y
TPSD1,Y,Y
TPSG1,Y,N
TPST1,Y,Y
TPST2,Y,Y
TPT1,Y,Y
TPT1-AS1,N,N
TPTE,Y,N
TPTE2,Y,N
TPTEP1,N,N
TPX2,Y,Y
TRA2A,Y,Y
TRA2B,Y,Y
TRABD,Y,Y
TRABD2A,Y,Y
