group,pathway,fgsea.FDR,fgsea.ES,fgsea.NES,fgsea.size,fgsea.FC,fgsea.leadingEdge,gage.FDR,gage.geomean,gage.statmean,gage.size,gage.FC
TBinRSTR,module_28,1,0.20672880999645477,0.6153983035842663,43,up,TNFAIP2;CD38;DSE;FAM20A;STOM;RAB20;GYPC,0.5575970176695845,0.32411889657889015,-0.45807795987022315,43,down
TBinRSTR,module_29,2.3531671709167744e-4,0.7139396485329869,2.012466194067132,32,up,LYPD3;LAMP3;GRASP;CD80;MCOLN2;ALPK2;TGFA;BIRC3;IDO2;SOCS2;INSM1;CD70;EHF;CST7;ETV3;RELB;FOXD4L1;NCCRP1;CSF2RA;CASZ1,0.002112063730568454,2.7548657355240655e-4,3.67826304827007,32,up
TBinRSTR,module_30,1.2630493620311898e-4,0.6159039192151574,2.2946288595524513,278,up,CCL20;CSF3;CSF2;IL6;IL1A;PTGS2;EREG;MMP1;CXCL1;HEY1;TNIP3;IL23A;IL19;MAMLD1;GJB2;TNF;MMP10;OSM;MET;ITGB8;PDE4B;SLC16A10;NAMPT;STAT4;CASP5;NEU4;TM4SF1;NT5E;CXCL6;MN1;NFKBIA;SERPINB9;TFPI2;EHD1;BMP6;FERMT2;PNRC1;EBF1;GPR132;WTAP;REL;TRIP10;IL24;ARL5B;FPR2;VEGFA;ATP13A3;AMPD3;PPP1R15A;USP12;GFPT2;SLC25A37;TFPI;TNFAIP8;LSS;PDE4D;GRAMD3;PFKFB3;PPP1R15B;PRDM8;SLC16A6;TJP2;GCLM;FJX1;FCAMR;TCHH;PANX2;ACSL4;CXCR5;HIF1A;LRIG1;TLR2;RNF145;CLDND1;MED13;MXD1;TBK1;PNPLA8;PPIF;CXCL16;XBP1;SAMSN1;ITGAV;SMOX;SPRY1;CLEC12A;ARRDC3;PDE8A;MAP4K4;NAB1,5.486292812279914e-7,1.1926723504956302e-8,5.695173101224013,278,up
TBinRSTR,module_31,1.2630493620311898e-4,0.6237309794311675,2.043836131860129,78,up,CCL4L2;CCL3L3;CCL3L1;CCL3;GEM;TNFRSF4;TRAF1;IRAK2;TNFSF9;SGPP2;CRIM1;CD83;CRLF2;SLC7A5;SLC7A11;NFKB1;TXN;PIM3;MAP2K3;B4GALT5;TP53BP2;MESDC1;CHST7;UGCG;ERN1;ARFGAP3;SELK;RIT1;DNAJB9;AIFM2;ARL8B,0.0020731512699280917,2.253425293400107e-4,3.619661960360868,78,up
TBinRSTR,module_32,1.2630493620311898e-4,0.47643601468757824,1.7945433075846593,336,up,IL1B;TNFAIP6;G0S2;C1QTNF1;ADORA2A;FAM124A;MYO1B;IL2RA;UPB1;SLAMF1;EBI3;CA12;ZC3H12A;GCH1;CLEC4E;SOD2;CLEC4D;GRAMD1A;TREM1;ITGB3;MAP1LC3A;A4GALT;CCR7;LAD1;RNF144B;TNIP1;PRR16;RIPK2;ACSL1;PTGES;SLC2A14;ABTB2;NBN;TNFRSF6B;BTG1;GLIS3;IL3RA;DDIT4;ZSWIM4;GGT5;ZBTB10;DENND5A;PTPN1;LAMB3;KMO;RABGEF1;RASGRP1;SRGN;PPP3CC;NINJ1;CITED4;ARRDC4;RFTN1;SIX5;PSTPIP2;SYN1;TBC1D9;ZBTB17;NUMB;CSGALNACT1;PLAGL2;CD48;ZMYND15;OSGIN2;RPGR;IL32;NR3C1;IFRD1;PPA1;B4GALT1;MPZL1;TNFRSF10D;EIF1B;FAS;DTX2;SIK3;RAB13;PTPRF,0.001023459700606579,8.899649570491991e-5,3.7727213222302365,336,up
TBinRSTR,module_33,0.5464874537757641,0.34801397106154,1.1176298549074513,68,up,LRRC38;GZMB;CDC42EP5;FYN;MCL1;CBLN3;NSUN7;SLC25A28;CALN1;FOXC1;CYLD;CLECL1,0.7287190779427631,0.5386184489142162,0.09714364308339654,68,down
TBinRSTR,module_34,0.24436878910563123,-0.25683973268147997,-1.1636948166061822,178,down,RGS14;FAM105A;CAMK1;SAC3D1;RPS6KA4;SASH3;COMMD9;MRPL34;POLD1;FAM173A;TMEM160;LST1;MLEC;TCHP;NAGA;MBNL2;FAM89B;PMVK;THOC3;APOA1BP;ZMAT5;NDUFB7;MLLT10;MPV17;FCHO1;LSM4;CHCHD10;ITPK1;ZFYVE19;NLN;DNASE1L1;POP7;APEH;SNX17;MRPL23;DCPS;TMEM147;MRPL41;BMI1;ATP5D,0.268788478274602,0.08364535247788571,-1.383996341187638,178,down
TBinRSTR,module_35,1,0.1487271161046429,0.47986916263671603,70,up,GBP3;XRN1;KLF10;PCGF5;SP4;OFD1;ING1;RALGDS;ANKRA2;COX7A2;CLDN15;EIF3I;NSMAF;DCTN4;DARS;PICALM;GCC1;PPM1B;BRD7;TMBIM6;PWWP2A;DNM1L;DBI;GPR137,0.5575970176695845,0.37577190321211124,-0.31752961305611105,70,down
TBinRSTR,module_36,0.5872446639219395,-0.27774373972475136,-1.051459985741916,58,down,HVCN1;FCGR1A;GDPD1;ZNF69;SLC24A4;SLC39A11;STX6;FAM63A;EID2B;FCGR1B;DUSP19;NDUFV3,0.41560720397040973,0.1987686627684569,-0.8492579591124254,58,down
TBinRSTR,module_37,0.05126560917988525,-0.31438213912996965,-1.3612183145370078,127,down,INPP4A;ZNF589;FRAT2;SSH3;OCEL1;GDE1;ALDH3B1;METTL7B;ORAI3;CLEC1A;RALGPS1;ZNF524;SNAPC2;PIGS;KIAA2013;PPOX;LZTS2;ZNF616;ZFP3;SDHAF1;C2CD2;SNX1;NCKIPSD;ACAD10;GIMAP4;POLB;LHPP;IL11RA;NUDT3;FIG4;CAPN3;ANKRD24;ZNF18;CDK5RAP1;FTO;HMG20A;ZSCAN2;STARD5;CCNYL1;TTLL3;FTSJ1;RNF113A;HIST1H4K,0.06813354501527885,0.009482792917134417,-2.36429300260422,127,down
TBinRSTR,module_38,1,0.12671316398481255,0.48799144985192905,597,up,FOSB;NR4A2;TMEM88;FEZ1;SSTR2;GJC1;FZD7;FAM46C;SRGAP3;CD7;PDSS1;CCR6;JUN;GSTM3;IL10;LMNB1;PRDM1;ST3GAL2;H3F3B;RYBP;KIAA0101;F2R;SNAPC1;IL17RD;PNPT1;EMD;DMD;CHST12;CD79A;PCSK5;IKZF2;BLZF1;SNN;FAM177A1;GNL1;GMEB2;SCNN1D;CSNK1E;CD19;RBM17;ARID4B;TRA2A;ITPRIPL2;METRNL;TRAPPC2P1;LILRB1;UBXN2A;MEPCE;CDC42SE2;GALNT3;LAPTM4B;DAPP1;ATP6V1B2;HOXB2;IL6R;STK19;RIPK1;PDCD4;LEF1;FIGNL1;LPCAT1,NA,NA,NA,NA,NA
